z,y,x,concentration
2.0,-2444.5,0.0,1.668e-16
2.0,-2444.5,285.7142857142857,2.2121e-14
2.0,-2444.5,571.4285714285714,1.463e-13
2.0,-2444.5,857.1428571428571,7.2555e-13
2.0,-2444.5,1142.857142857143,2.9835e-12
2.0,-2444.5,1428.5714285714287,1.0178e-11
2.0,-2444.5,1714.2857142857142,2.8814e-11
2.0,-2444.5,2000.0,6.7755e-11
2.0,-2444.5,2285.714285714286,1.3251e-10
2.0,-2444.5,2571.4285714285716,2.1592e-10
2.0,-2444.5,2857.1428571428573,2.9361e-10
2.0,-2444.5,3142.857142857143,3.3331e-10
2.0,-2444.5,3428.5714285714284,3.1537e-10
2.0,-2444.5,3714.285714285714,2.4769e-10
2.0,-2444.5,4000.0,1.606e-10
2.0,-2444.5,4285.714285714286,8.5514e-11
2.0,-2444.5,4571.428571428572,3.7284e-11
2.0,-2444.5,4857.142857142857,1.3312e-11
2.0,-2444.5,5142.857142857143,3.9074e-12
2.0,-2444.5,5428.571428571428,9.4766e-13
2.0,-2444.5,5714.285714285715,1.9094e-13
2.0,-2444.5,6000.0,2.5825e-14
2.0,-2444.5,6285.714285714286,0.0
2.0,-2444.5,6571.428571428572,0.0
2.0,-2444.5,6857.142857142857,0.0
2.0,-2444.5,7142.857142857143,0.0
2.0,-2444.5,7428.571428571428,0.0
2.0,-2444.5,7714.285714285715,0.0
2.0,-2444.5,8000.0,0.0
2.0,-2444.5,8285.714285714286,0.0
2.0,-2444.5,8571.428571428572,0.0
2.0,-2444.5,8857.142857142857,0.0
2.0,-2444.5,9142.857142857143,0.0
2.0,-2444.5,9428.57142857143,0.0
2.0,-2444.5,9714.285714285714,0.0
2.0,-2444.5,10000.0,0.0
2.0,-2256.5,0.0,1.0972e-14
2.0,-2256.5,285.7142857142857,8.7513e-14
2.0,-2256.5,571.4285714285714,5.2405e-13
2.0,-2256.5,857.1428571428571,2.6002e-12
2.0,-2256.5,1142.857142857143,1.0696e-11
2.0,-2256.5,1428.5714285714287,3.6518e-11
2.0,-2256.5,1714.2857142857142,1.0347e-10
2.0,-2256.5,2000.0,2.4366e-10
2.0,-2256.5,2285.714285714286,4.7779e-10
2.0,-2256.5,2571.4285714285716,7.8202e-10
2.0,-2256.5,2857.1428571428573,1.0706e-09
2.0,-2256.5,3142.857142857143,1.2265e-09
2.0,-2256.5,3428.5714285714284,1.1728e-09
2.0,-2256.5,3714.285714285714,9.3077e-10
2.0,-2256.5,4000.0,6.0845e-10
2.0,-2256.5,4285.714285714286,3.2541e-10
2.0,-2256.5,4571.428571428572,1.4183e-10
2.0,-2256.5,4857.142857142857,5.04e-11
2.0,-2256.5,5142.857142857143,1.4666e-11
2.0,-2256.5,5428.571428571428,3.5205e-12
2.0,-2256.5,5714.285714285715,7.0222e-13
2.0,-2256.5,6000.0,1.1695e-13
2.0,-2256.5,6285.714285714286,1.3095e-14
2.0,-2256.5,6571.428571428572,0.0
2.0,-2256.5,6857.142857142857,0.0
2.0,-2256.5,7142.857142857143,0.0
2.0,-2256.5,7428.571428571428,0.0
2.0,-2256.5,7714.285714285715,0.0
2.0,-2256.5,8000.0,0.0
2.0,-2256.5,8285.714285714286,0.0
2.0,-2256.5,8571.428571428572,0.0
2.0,-2256.5,8857.142857142857,0.0
2.0,-2256.5,9142.857142857143,0.0
2.0,-2256.5,9428.57142857143,0.0
2.0,-2256.5,9714.285714285714,0.0
2.0,-2256.5,10000.0,0.0
2.0,-2068.5,0.0,3.543e-14
2.0,-2068.5,285.7142857142857,2.8323e-13
2.0,-2068.5,571.4285714285714,1.6956e-12
2.0,-2068.5,857.1428571428571,8.4161e-12
2.0,-2068.5,1142.857142857143,3.4649e-11
2.0,-2068.5,1428.5714285714287,1.1834e-10
2.0,-2068.5,1714.2857142857142,3.3561e-10
2.0,-2068.5,2000.0,7.917e-10
2.0,-2068.5,2285.714285714286,1.5575e-09
2.0,-2068.5,2571.4285714285716,2.5633e-09
2.0,-2068.5,2857.1428571428573,3.539e-09
2.0,-2068.5,3142.857142857143,4.1002e-09
2.0,-2068.5,3428.5714285714284,3.9714e-09
2.0,-2068.5,3714.285714285714,3.1907e-09
2.0,-2068.5,4000.0,2.1057e-09
2.0,-2068.5,4285.714285714286,1.1317e-09
2.0,-2068.5,4571.428571428572,4.9307e-10
2.0,-2068.5,4857.142857142857,1.7422e-10
2.0,-2068.5,5142.857142857143,5.02e-11
2.0,-2068.5,5428.571428571428,1.1901e-11
2.0,-2068.5,5714.285714285715,2.3447e-12
2.0,-2068.5,6000.0,3.8656e-13
2.0,-2068.5,6285.714285714286,5.1715e-14
2.0,-2068.5,6571.428571428572,4.9701e-15
2.0,-2068.5,6857.142857142857,0.0
2.0,-2068.5,7142.857142857143,0.0
2.0,-2068.5,7428.571428571428,0.0
2.0,-2068.5,7714.285714285715,0.0
2.0,-2068.5,8000.0,0.0
2.0,-2068.5,8285.714285714286,0.0
2.0,-2068.5,8571.428571428572,0.0
2.0,-2068.5,8857.142857142857,0.0
2.0,-2068.5,9142.857142857143,0.0
2.0,-2068.5,9428.57142857143,0.0
2.0,-2068.5,9714.285714285714,0.0
2.0,-2068.5,10000.0,0.0
2.0,-1880.5,0.0,1.1454e-13
2.0,-1880.5,285.7142857142857,8.2745e-13
2.0,-1880.5,571.4285714285714,4.9555e-12
2.0,-1880.5,857.1428571428571,2.4604e-11
2.0,-1880.5,1142.857142857143,1.0134e-10
2.0,-1880.5,1428.5714285714287,3.4629e-10
2.0,-1880.5,1714.2857142857142,9.8314e-10
2.0,-1880.5,2000.0,2.3241e-09
2.0,-1880.5,2285.714285714286,4.5899e-09
2.0,-1880.5,2571.4285714285716,7.605e-09
2.0,-1880.5,2857.1428571428573,1.0607e-08
2.0,-1880.5,3142.857142857143,1.2453e-08
2.0,-1880.5,3428.5714285714284,1.2241e-08
2.0,-1880.5,3714.285714285714,9.9713e-09
2.0,-1880.5,4000.0,6.6496e-09
2.0,-1880.5,4285.714285714286,3.5932e-09
2.0,-1880.5,4571.428571428572,1.5647e-09
2.0,-1880.5,4857.142857142857,5.494e-10
2.0,-1880.5,5142.857142857143,1.5657e-10
2.0,-1880.5,5428.571428571428,3.6611e-11
2.0,-1880.5,5714.285714285715,7.1082e-12
2.0,-1880.5,6000.0,1.1574e-12
2.0,-1880.5,6285.714285714286,1.5866e-13
2.0,-1880.5,6571.428571428572,1.455e-14
2.0,-1880.5,6857.142857142857,0.0
2.0,-1880.5,7142.857142857143,0.0
2.0,-1880.5,7428.571428571428,0.0
2.0,-1880.5,7714.285714285715,0.0
2.0,-1880.5,8000.0,0.0
2.0,-1880.5,8285.714285714286,0.0
2.0,-1880.5,8571.428571428572,0.0
2.0,-1880.5,8857.142857142857,0.0
2.0,-1880.5,9142.857142857143,0.0
2.0,-1880.5,9428.57142857143,0.0
2.0,-1880.5,9714.285714285714,0.0
2.0,-1880.5,10000.0,0.0
2.0,-1692.5,0.0,3.0215e-13
2.0,-1692.5,285.7142857142857,2.1832e-12
2.0,-1692.5,571.4285714285714,1.3078e-11
2.0,-1692.5,857.1428571428571,6.4969e-11
2.0,-1692.5,1142.857142857143,2.6763e-10
2.0,-1692.5,1428.5714285714287,9.151e-10
2.0,-1692.5,1714.2857142857142,2.6012e-09
2.0,-1692.5,2000.0,6.1637e-09
2.0,-1692.5,2285.714285714286,1.2229e-08
2.0,-1692.5,2571.4285714285716,2.0421e-08
2.0,-1692.5,2857.1428571428573,2.8817e-08
2.0,-1692.5,3142.857142857143,3.4343e-08
2.0,-1692.5,3428.5714285714284,3.4309e-08
2.0,-1692.5,3714.285714285714,2.8361e-08
2.0,-1692.5,4000.0,1.9119e-08
2.0,-1692.5,4285.714285714286,1.0388e-08
2.0,-1692.5,4571.428571428572,4.521e-09
2.0,-1692.5,4857.142857142857,1.5772e-09
2.0,-1692.5,5142.857142857143,4.4432e-10
2.0,-1692.5,5428.571428571428,1.0235e-10
2.0,-1692.5,5714.285714285715,1.9563e-11
2.0,-1692.5,6000.0,3.1396e-12
2.0,-1692.5,6285.714285714286,4.2589e-13
2.0,-1692.5,6571.428571428572,4.7396e-14
2.0,-1692.5,6857.142857142857,3.731e-15
2.0,-1692.5,7142.857142857143,0.0
2.0,-1692.5,7428.571428571428,0.0
2.0,-1692.5,7714.285714285715,0.0
2.0,-1692.5,8000.0,0.0
2.0,-1692.5,8285.714285714286,0.0
2.0,-1692.5,8571.428571428572,0.0
2.0,-1692.5,8857.142857142857,0.0
2.0,-1692.5,9142.857142857143,0.0
2.0,-1692.5,9428.57142857143,0.0
2.0,-1692.5,9714.285714285714,0.0
2.0,-1692.5,10000.0,0.0
2.0,-1504.5,0.0,7.1983e-13
2.0,-1504.5,285.7142857142857,5.2027e-12
2.0,-1504.5,571.4285714285714,3.1172e-11
2.0,-1504.5,857.1428571428571,1.5488e-10
2.0,-1504.5,1142.857142857143,6.3823e-10
2.0,-1504.5,1428.5714285714287,2.1837e-09
2.0,-1504.5,1714.2857142857142,6.2151e-09
2.0,-1504.5,2000.0,1.4767e-08
2.0,-1504.5,2285.714285714286,2.9449e-08
2.0,-1504.5,2571.4285714285716,4.9613e-08
2.0,-1504.5,2857.1428571428573,7.0923e-08
2.0,-1504.5,3142.857142857143,8.5892e-08
2.0,-1504.5,3428.5714285714284,8.7266e-08
2.0,-1504.5,3714.285714285714,7.3216e-08
2.0,-1504.5,4000.0,4.9886e-08
2.0,-1504.5,4285.714285714286,2.7248e-08
2.0,-1504.5,4571.428571428572,1.1853e-08
2.0,-1504.5,4857.142857142857,4.1091e-09
2.0,-1504.5,5142.857142857143,1.1443e-09
2.0,-1504.5,5428.571428571428,2.5961e-10
2.0,-1504.5,5714.285714285715,4.8795e-11
2.0,-1504.5,6000.0,7.7115e-12
2.0,-1504.5,6285.714285714286,1.0337e-12
2.0,-1504.5,6571.428571428572,1.1325e-13
2.0,-1504.5,6857.142857142857,8.9015e-15
2.0,-1504.5,7142.857142857143,0.0
2.0,-1504.5,7428.571428571428,0.0
2.0,-1504.5,7714.285714285715,0.0
2.0,-1504.5,8000.0,0.0
2.0,-1504.5,8285.714285714286,0.0
2.0,-1504.5,8571.428571428572,0.0
2.0,-1504.5,8857.142857142857,0.0
2.0,-1504.5,9142.857142857143,0.0
2.0,-1504.5,9428.57142857143,0.0
2.0,-1504.5,9714.285714285714,0.0
2.0,-1504.5,10000.0,0.0
2.0,-1316.5,0.0,1.5486e-12
2.0,-1316.5,285.7142857142857,1.1194e-11
2.0,-1316.5,571.4285714285714,6.7095e-11
2.0,-1316.5,857.1428571428571,3.3338e-10
2.0,-1316.5,1142.857142857143,1.3743e-09
2.0,-1316.5,1428.5714285714287,4.7051e-09
2.0,-1316.5,1714.2857142857142,1.341e-08
2.0,-1316.5,2000.0,3.1955e-08
2.0,-1316.5,2285.714285714286,6.4085e-08
2.0,-1316.5,2571.4285714285716,1.0899e-07
2.0,-1316.5,2857.1428571428573,1.5794e-07
2.0,-1316.5,3142.857142857143,1.9445e-07
2.0,-1316.5,3428.5714285714284,2.0089e-07
2.0,-1316.5,3714.285714285714,1.7097e-07
2.0,-1316.5,4000.0,1.1766e-07
2.0,-1316.5,4285.714285714286,6.4582e-08
2.0,-1316.5,4571.428571428572,2.8079e-08
2.0,-1316.5,4857.142857142857,9.6776e-09
2.0,-1316.5,5142.857142857143,2.6661e-09
2.0,-1316.5,5428.571428571428,5.9595e-10
2.0,-1316.5,5714.285714285715,1.1016e-10
2.0,-1316.5,6000.0,1.7139e-11
2.0,-1316.5,6285.714285714286,2.2679e-12
2.0,-1316.5,6571.428571428572,2.5566e-13
2.0,-1316.5,6857.142857142857,1.9172e-14
2.0,-1316.5,7142.857142857143,0.0
2.0,-1316.5,7428.571428571428,0.0
2.0,-1316.5,7714.285714285715,0.0
2.0,-1316.5,8000.0,0.0
2.0,-1316.5,8285.714285714286,0.0
2.0,-1316.5,8571.428571428572,0.0
2.0,-1316.5,8857.142857142857,0.0
2.0,-1316.5,9142.857142857143,0.0
2.0,-1316.5,9428.57142857143,0.0
2.0,-1316.5,9714.285714285714,0.0
2.0,-1316.5,10000.0,0.0
2.0,-1128.5,0.0,3.0088e-12
2.0,-1128.5,285.7142857142857,2.1752e-11
2.0,-1128.5,571.4285714285714,1.3038e-10
2.0,-1128.5,857.1428571428571,6.4795e-10
2.0,-1128.5,1142.857142857143,2.6719e-09
2.0,-1128.5,1428.5714285714287,9.1535e-09
2.0,-1128.5,1714.2857142857142,2.6126e-08
2.0,-1128.5,2000.0,6.2444e-08
2.0,-1128.5,2285.714285714286,1.2596e-07
2.0,-1128.5,2571.4285714285716,2.1631e-07
2.0,-1128.5,2857.1428571428573,3.1778e-07
2.0,-1128.5,3142.857142857143,3.9758e-07
2.0,-1128.5,3428.5714285714284,4.1728e-07
2.0,-1128.5,3714.285714285714,3.598e-07
2.0,-1128.5,4000.0,2.4984e-07
2.0,-1128.5,4285.714285714286,1.3772e-07
2.0,-1128.5,4571.428571428572,5.9852e-08
2.0,-1128.5,4857.142857142857,2.0522e-08
2.0,-1128.5,5142.857142857143,5.5987e-09
2.0,-1128.5,5428.571428571428,1.2345e-09
2.0,-1128.5,5714.285714285715,2.2458e-10
2.0,-1128.5,6000.0,3.44e-11
2.0,-1128.5,6285.714285714286,4.4943e-12
2.0,-1128.5,6571.428571428572,5.0226e-13
2.0,-1128.5,6857.142857142857,4.6571e-14
2.0,-1128.5,7142.857142857143,0.0
2.0,-1128.5,7428.571428571428,0.0
2.0,-1128.5,7714.285714285715,0.0
2.0,-1128.5,8000.0,0.0
2.0,-1128.5,8285.714285714286,0.0
2.0,-1128.5,8571.428571428572,0.0
2.0,-1128.5,8857.142857142857,0.0
2.0,-1128.5,9142.857142857143,0.0
2.0,-1128.5,9428.57142857143,0.0
2.0,-1128.5,9714.285714285714,0.0
2.0,-1128.5,10000.0,0.0
2.0,-940.5,0.0,5.2778e-12
2.0,-940.5,285.7142857142857,3.8159e-11
2.0,-940.5,571.4285714285714,2.2875e-10
2.0,-940.5,857.1428571428571,1.137e-09
2.0,-940.5,1142.857142857143,4.69e-09
2.0,-940.5,1428.5714285714287,1.6077e-08
2.0,-940.5,1714.2857142857142,4.5952e-08
2.0,-940.5,2000.0,1.1016e-07
2.0,-940.5,2285.714285714286,2.2349e-07
2.0,-940.5,2571.4285714285716,3.8745e-07
2.0,-940.5,2857.1428571428573,5.7665e-07
2.0,-940.5,3142.857142857143,7.3226e-07
2.0,-940.5,3428.5714285714284,7.7952e-07
2.0,-940.5,3714.285714285714,6.7986e-07
2.0,-940.5,4000.0,4.7572e-07
2.0,-940.5,4285.714285714286,2.6319e-07
2.0,-940.5,4571.428571428572,1.1434e-07
2.0,-940.5,4857.142857142857,3.9031e-08
2.0,-940.5,5142.857142857143,1.0559e-08
2.0,-940.5,5428.571428571428,2.3005e-09
2.0,-940.5,5714.285714285715,4.1253e-10
2.0,-940.5,6000.0,6.2275e-11
2.0,-940.5,6285.714285714286,8.0376e-12
2.0,-940.5,6571.428571428572,8.9065e-13
2.0,-940.5,6857.142857142857,8.1829e-14
2.0,-940.5,7142.857142857143,5.2633e-15
2.0,-940.5,7428.571428571428,0.0
2.0,-940.5,7714.285714285715,0.0
2.0,-940.5,8000.0,0.0
2.0,-940.5,8285.714285714286,0.0
2.0,-940.5,8571.428571428572,0.0
2.0,-940.5,8857.142857142857,0.0
2.0,-940.5,9142.857142857143,0.0
2.0,-940.5,9428.57142857143,0.0
2.0,-940.5,9714.285714285714,0.0
2.0,-940.5,10000.0,0.0
2.0,-752.5,0.0,8.3591e-12
2.0,-752.5,285.7142857142857,6.0448e-11
2.0,-752.5,571.4285714285714,3.6236e-10
2.0,-752.5,857.1428571428571,1.8014e-09
2.0,-752.5,1142.857142857143,7.4324e-09
2.0,-752.5,1428.5714285714287,2.5493e-08
2.0,-752.5,1714.2857142857142,7.2958e-08
2.0,-752.5,2000.0,1.7539e-07
2.0,-752.5,2285.714285714286,3.5774e-07
2.0,-752.5,2571.4285714285716,6.2557e-07
2.0,-752.5,2857.1428571428573,9.4199e-07
2.0,-752.5,3142.857142857143,1.2118e-06
2.0,-752.5,3428.5714285714284,1.3057e-06
2.0,-752.5,3714.285714285714,1.1497e-06
2.0,-752.5,4000.0,8.095e-07
2.0,-752.5,4285.714285714286,4.4918e-07
2.0,-752.5,4571.428571428572,1.9507e-07
2.0,-752.5,4857.142857142857,6.6354e-08
2.0,-752.5,5142.857142857143,1.7828e-08
2.0,-752.5,5428.571428571428,3.8453e-09
2.0,-752.5,5714.285714285715,6.8108e-10
2.0,-752.5,6000.0,1.0151e-10
2.0,-752.5,6285.714285714286,1.2957e-11
2.0,-752.5,6571.428571428572,1.4246e-12
2.0,-752.5,6857.142857142857,1.2977e-13
2.0,-752.5,7142.857142857143,8.3401e-15
2.0,-752.5,7428.571428571428,0.0
2.0,-752.5,7714.285714285715,0.0
2.0,-752.5,8000.0,0.0
2.0,-752.5,8285.714285714286,0.0
2.0,-752.5,8571.428571428572,0.0
2.0,-752.5,8857.142857142857,0.0
2.0,-752.5,9142.857142857143,0.0
2.0,-752.5,9428.57142857143,0.0
2.0,-752.5,9714.285714285714,0.0
2.0,-752.5,10000.0,0.0
2.0,-564.5,0.0,1.1954e-11
2.0,-564.5,285.7142857142857,8.6448e-11
2.0,-564.5,571.4285714285714,5.1826e-10
2.0,-564.5,857.1428571428571,2.5767e-09
2.0,-564.5,1142.857142857143,1.0633e-08
2.0,-564.5,1428.5714285714287,3.649e-08
2.0,-564.5,1714.2857142857142,1.0455e-07
2.0,-564.5,2000.0,2.5194e-07
2.0,-564.5,2285.714285714286,5.1623e-07
2.0,-564.5,2571.4285714285716,9.0938e-07
2.0,-564.5,2857.1428571428573,1.3828e-06
2.0,-564.5,3142.857142857143,1.7978e-06
2.0,-564.5,3428.5714285714284,1.9558e-06
2.0,-564.5,3714.285714285714,1.7349e-06
2.0,-564.5,4000.0,1.2275e-06
2.0,-564.5,4285.714285714286,6.8266e-07
2.0,-564.5,4571.428571428572,2.964e-07
2.0,-564.5,4857.142857142857,1.0054e-07
2.0,-564.5,5142.857142857143,2.6871e-08
2.0,-564.5,5428.571428571428,5.7501e-09
2.0,-564.5,5714.285714285715,1.0085e-09
2.0,-564.5,6000.0,1.4873e-10
2.0,-564.5,6285.714285714286,1.8815e-11
2.0,-564.5,6571.428571428572,2.0542e-12
2.0,-564.5,6857.142857142857,1.9255e-13
2.0,-564.5,7142.857142857143,1.193e-14
2.0,-564.5,7428.571428571428,0.0
2.0,-564.5,7714.285714285715,0.0
2.0,-564.5,8000.0,0.0
2.0,-564.5,8285.714285714286,0.0
2.0,-564.5,8571.428571428572,0.0
2.0,-564.5,8857.142857142857,0.0
2.0,-564.5,9142.857142857143,0.0
2.0,-564.5,9428.57142857143,0.0
2.0,-564.5,9714.285714285714,0.0
2.0,-564.5,10000.0,0.0
2.0,-376.5,0.0,1.5434e-11
2.0,-376.5,285.7142857142857,1.1163e-10
2.0,-376.5,571.4285714285714,6.6921e-10
2.0,-376.5,857.1428571428571,3.3275e-09
2.0,-376.5,1142.857142857143,1.3734e-08
2.0,-376.5,1428.5714285714287,4.7147e-08
2.0,-376.5,1714.2857142857142,1.352e-07
2.0,-376.5,2000.0,3.2641e-07
2.0,-376.5,2285.714285714286,6.7117e-07
2.0,-376.5,2571.4285714285716,1.189e-06
2.0,-376.5,2857.1428571428573,1.8212e-06
2.0,-376.5,3142.857142857143,2.3864e-06
2.0,-376.5,3428.5714285714284,2.6143e-06
2.0,-376.5,3714.285714285714,2.3314e-06
2.0,-376.5,4000.0,1.6551e-06
2.0,-376.5,4285.714285714286,9.2193e-07
2.0,-376.5,4571.428571428572,4.0021e-07
2.0,-376.5,4857.142857142857,1.355e-07
2.0,-376.5,5142.857142857143,3.6076e-08
2.0,-376.5,5428.571428571428,7.6765e-09
2.0,-376.5,5714.285714285715,1.3367e-09
2.0,-376.5,6000.0,1.9561e-10
2.0,-376.5,6285.714285714286,2.4573e-11
2.0,-376.5,6571.428571428572,2.6692e-12
2.0,-376.5,6857.142857142857,2.4943e-13
2.0,-376.5,7142.857142857143,1.5406e-14
2.0,-376.5,7428.571428571428,0.0
2.0,-376.5,7714.285714285715,0.0
2.0,-376.5,8000.0,0.0
2.0,-376.5,8285.714285714286,0.0
2.0,-376.5,8571.428571428572,0.0
2.0,-376.5,8857.142857142857,0.0
2.0,-376.5,9142.857142857143,0.0
2.0,-376.5,9428.57142857143,0.0
2.0,-376.5,9714.285714285714,0.0
2.0,-376.5,10000.0,0.0
2.0,-188.5,0.0,1.7994e-11
2.0,-188.5,285.7142857142857,1.3013e-10
2.0,-188.5,571.4285714285714,7.8016e-10
2.0,-188.5,857.1428571428571,3.8793e-09
2.0,-188.5,1142.857142857143,1.6013e-08
2.0,-188.5,1428.5714285714287,5.4983e-08
2.0,-188.5,1714.2857142857142,1.5775e-07
2.0,-188.5,2000.0,3.8132e-07
2.0,-188.5,2285.714285714286,7.8583e-07
2.0,-188.5,2571.4285714285716,1.397e-06
2.0,-188.5,2857.1428571428573,2.1495e-06
2.0,-188.5,3142.857142857143,2.8301e-06
2.0,-188.5,3428.5714285714284,3.1134e-06
2.0,-188.5,3714.285714285714,2.7853e-06
2.0,-188.5,4000.0,1.9814e-06
2.0,-188.5,4285.714285714286,1.1047e-06
2.0,-188.5,4571.428571428572,4.7951e-07
2.0,-188.5,4857.142857142857,1.6216e-07
2.0,-188.5,5142.857142857143,4.3077e-08
2.0,-188.5,5428.571428571428,9.1352e-09
2.0,-188.5,5714.285714285715,1.5837e-09
2.0,-188.5,6000.0,2.3066e-10
2.0,-188.5,6285.714285714286,2.8851e-11
2.0,-188.5,6571.428571428572,3.1239e-12
2.0,-188.5,6857.142857142857,2.9135e-13
2.0,-188.5,7142.857142857143,1.796e-14
2.0,-188.5,7428.571428571428,0.0
2.0,-188.5,7714.285714285715,0.0
2.0,-188.5,8000.0,0.0
2.0,-188.5,8285.714285714286,0.0
2.0,-188.5,8571.428571428572,0.0
2.0,-188.5,8857.142857142857,0.0
2.0,-188.5,9142.857142857143,0.0
2.0,-188.5,9428.57142857143,0.0
2.0,-188.5,9714.285714285714,0.0
2.0,-188.5,10000.0,0.0
2.0,-0.5,0.0,1.8938e-11
2.0,-0.5,285.7142857142857,1.3696e-10
2.0,-0.5,571.4285714285714,8.2111e-10
2.0,-0.5,857.1428571428571,4.083e-09
2.0,-0.5,1142.857142857143,1.6854e-08
2.0,-0.5,1428.5714285714287,5.7877e-08
2.0,-0.5,1714.2857142857142,1.6609e-07
2.0,-0.5,2000.0,4.0162e-07
2.0,-0.5,2285.714285714286,8.2828e-07
2.0,-0.5,2571.4285714285716,1.4742e-06
